epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
80,2972.49,0.7418,0.43036,0.83841,0.62145,0.47629,0.50603,0.30621,0.93915,0.79203,0.97396,0.000181511,0.000181511,0.000181511
81,3008.97,0.7966,0.45705,0.84505,0.55898,0.47641,0.49279,0.29397,0.94223,0.81024,0.97657,0.000173264,0.000173264,0.000173264
82,3045.53,0.784,0.44651,0.84271,0.61975,0.48389,0.50344,0.29171,0.92946,0.78073,0.96838,0.000165017,0.000165017,0.000165017
83,3082.09,0.75681,0.43629,0.8372,0.60388,0.48612,0.50932,0.29305,0.90957,0.76082,0.9674,0.000156771,0.000156771,0.000156771
84,3118.93,0.74272,0.42616,0.83042,0.66546,0.45207,0.49645,0.29161,0.932,0.80474,0.97763,0.000148524,0.000148524,0.000148524
85,3156.1,0.75934,0.43499,0.83031,0.6851,0.44494,0.48968,0.28858,0.91683,0.78591,0.98176,0.000140277,0.000140277,0.000140277
86,3193.61,0.73436,0.42469,0.8303,0.53963,0.46048,0.45943,0.29083,0.90922,0.77603,0.96627,0.000132031,0.000132031,0.000132031
87,3230.72,0.73363,0.42142,0.82407,0.4463,0.4515,0.45813,0.28592,0.91463,0.77095,0.96351,0.000123784,0.000123784,0.000123784
88,3267.22,0.72684,0.40909,0.81944,0.68412,0.39538,0.48169,0.2796,0.91761,0.76676,0.97136,0.000115537,0.000115537,0.000115537
89,3303.57,0.72691,0.41725,0.83033,0.76432,0.37414,0.48149,0.27777,0.92695,0.77721,0.97142,0.00010729,0.00010729,0.00010729
90,3340.44,0.73673,0.41431,0.82215,0.62251,0.45818,0.50292,0.28814,0.91163,0.75447,0.97103,9.90437e-05,9.90437e-05,9.90437e-05
91,3391.12,0.707,0.39665,0.81038,0.51371,0.48849,0.50133,0.2934,0.91435,0.77762,0.98517,9.0797e-05,9.0797e-05,9.0797e-05
92,3427.57,0.70483,0.38739,0.81448,0.54487,0.49395,0.50496,0.28261,0.90657,0.80728,0.97626,8.25503e-05,8.25503e-05,8.25503e-05
93,3464.38,0.69955,0.39139,0.8125,0.5913,0.4774,0.51222,0.30776,0.90512,0.79509,0.97976,7.43036e-05,7.43036e-05,7.43036e-05
94,3501.22,0.70186,0.39169,0.82643,0.61292,0.45793,0.49436,0.29966,0.90296,0.78313,0.9775,6.60569e-05,6.60569e-05,6.60569e-05
95,3538.39,0.6933,0.38951,0.82345,0.62871,0.42883,0.49193,0.30862,0.8976,0.77418,0.97241,5.78102e-05,5.78102e-05,5.78102e-05
96,3575.11,0.68215,0.3769,0.82129,0.59438,0.42947,0.49829,0.30994,0.89907,0.78979,0.97433,4.95635e-05,4.95635e-05,4.95635e-05
97,3611.64,0.67955,0.37835,0.81419,0.55579,0.4588,0.49464,0.30402,0.8967,0.7931,0.98039,4.13168e-05,4.13168e-05,4.13168e-05
98,3648.34,0.66717,0.36841,0.82133,0.54956,0.45253,0.49248,0.30183,0.89486,0.79348,0.97696,3.30701e-05,3.30701e-05,3.30701e-05
99,3684.98,0.70028,0.38102,0.82692,0.54889,0.4443,0.49712,0.3055,0.90111,0.79246,0.97736,2.48234e-05,2.48234e-05,2.48234e-05
100,3721.76,0.66739,0.37369,0.81914,0.54788,0.44633,0.4955,0.30635,0.90346,0.78558,0.97832,1.65767e-05,1.65767e-05,1.65767e-05
